Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Format,100s,50s,200s
55.0,173,125,8,0,44,4,caught,3,Test v England,Leeds,25-Aug-21,Test,0,1,0
50.0,133,96,8,0,52.08,4,caught,1,Test v England,The Oval,02-Sep-21,Test,0,1,0
44.0,151,96,7,0,45.83,4,caught,3,Test v England,The Oval,02-Sep-21,Test,0,0,0
57.0,94,49,5,1,116.32,3,caught,1,T20I v Pakistan,Dubai (DICS),24-Oct-21,T20I,0,1,0
9.0,20,17,0,0,52.94,4,caught,1,T20I v New Zealand,Dubai (DICS),31-Oct-21,T20I,0,0,0
,,,,,,,,1,T20I v Afghanistan,Abu Dhabi,03-Nov-21,T20I,0,0,0
2.0,7,2,0,0,100,3,not out,2,T20I v Scotland,Dubai (DICS),05-Nov-21,T20I,0,0,0
,,,,,,,,2,T20I v Namibia,Dubai (DICS),08-Nov-21,T20I,0,0,0
0.0,8,4,0,0,0,4,lbw,1,Test v New Zealand,Wankhede,03-Dec-21,Test,0,0,0
36.0,111,84,1,1,42.85,4,bowled,3,Test v New Zealand,Wankhede,03-Dec-21,Test,0,0,0
35.0,108,94,4,0,37.23,4,caught,1,Test v South Africa,Centurion,26-Dec-21,Test,0,0,0
18.0,41,32,4,0,56.25,5,caught,3,Test v South Africa,Centurion,26-Dec-21,Test,0,0,0
79.0,273,201,12,1,39.3,4,caught,1,Test v South Africa,Cape Town,11-Jan-22,Test,0,1,0
29.0,193,143,4,0,20.27,4,caught,3,Test v South Africa,Cape Town,11-Jan-22,Test,0,0,0
51.0,79,63,3,0,80.95,3,caught,2,ODI v South Africa,Paarl,19-Jan-22,ODI,0,1,0
0.0,4,5,0,0,0,3,caught,1,ODI v South Africa,Paarl,21-Jan-22,ODI,0,0,0
65.0,112,84,5,0,77.38,3,caught,2,ODI v South Africa,Cape Town,23-Jan-22,ODI,0,1,0
8.0,6,4,2,0,200,3,caught,2,ODI v West Indies,Ahmedabad,06-Feb-22,ODI,0,0,0
18.0,42,30,3,0,60,3,caught,1,ODI v West Indies,Ahmedabad,09-Feb-22,ODI,0,0,0
0.0,2,2,0,0,0,3,caught,1,ODI v West Indies,Ahmedabad,11-Feb-22,ODI,0,0,0
17.0,25,13,1,0,130.76,3,caught,2,T20I v West Indies,Eden Gardens,16-Feb-22,T20I,0,0,0
52.0,57,41,7,1,126.82,3,bowled,1,T20I v West Indies,Eden Gardens,18-Feb-22,T20I,0,1,0
45.0,106,76,5,0,59.21,4,bowled,1,Test v Sri Lanka,Mohali,04-Mar-22,Test,0,0,0
23.0,63,48,2,0,47.91,4,lbw,1,Test v Sri Lanka,Bengaluru,12-Mar-22,Test,0,0,0
13.0,27,16,1,0,81.25,4,lbw,3,Test v Sri Lanka,Bengaluru,12-Mar-22,Test,0,0,0
11.0,33,19,2,0,57.89,4,bowled,1,Test v England,Birmingham,01-Jul-22,Test,0,0,0
20.0,64,40,4,0,50,4,caught,3,Test v England,Birmingham,01-Jul-22,Test,0,0,0
1.0,8,3,0,0,33.33,3,caught,1,T20I v England,Birmingham,09-Jul-22,T20I,0,0,0
11.0,8,6,1,1,183.33,3,caught,2,T20I v England,Nottingham,10-Jul-22,T20I,0,0,0
16.0,39,25,3,0,64,3,caught,2,ODI v England,Lord's,14-Jul-22,ODI,0,0,0
17.0,27,22,3,0,77.27,3,caught,2,ODI v England,Manchester,17-Jul-22,ODI,0,0,0
35.0,47,34,3,1,102.94,3,caught,2,T20I v Pakistan,Dubai (DICS),28-Aug-22,T20I,0,0,0
59.0,74,44,1,3,134.09,3,not out,1,T20I v Hong Kong,Dubai (DICS),31-Aug-22,T20I,0,1,0
60.0,77,44,4,1,136.36,3,run out,1,T20I v Pakistan,Dubai (DICS),04-Sep-22,T20I,0,1,0
0.0,6,4,0,0,0,3,bowled,1,T20I v Sri Lanka,Dubai (DICS),06-Sep-22,T20I,0,0,0
122.0,90,61,12,6,200,2,not out,1,T20I v Afghanistan,Dubai (DICS),08-Sep-22,T20I,1,0,0
2.0,12,7,0,0,28.57,3,caught,1,T20I v Australia,Mohali,20-Sep-22,T20I,0,0,0
11.0,,6,2,0,183.33,3,bowled,2,T20I v Australia,Nagpur,23-Sep-22,T20I,0,0,0
63.0,89,48,3,4,131.25,3,caught,2,T20I v Australia,Hyderabad,25-Sep-22,T20I,0,1,0
3.0,19,9,0,0,33.33,3,caught,2,T20I v South Africa,Thiruvananthapuram,28-Sep-22,T20I,0,0,0
49.0,56,28,7,1,175,3,not out,1,T20I v South Africa,Guwahati,02-Oct-22,T20I,0,0,0
82.0,98,53,6,4,154.71,3,not out,2,T20I v Pakistan,Melbourne,23-Oct-22,T20I,0,1,0
62.0,79,44,3,2,140.9,3,not out,1,T20I v Netherlands,Sydney,27-Oct-22,T20I,0,1,0
12.0,13,11,2,0,109.09,3,caught,1,T20I v South Africa,Perth,30-Oct-22,T20I,0,0,0
64.0,84,44,8,1,145.45,3,not out,1,T20I v Bangladesh,Adelaide,02-Nov-22,T20I,0,1,0
26.0,36,25,2,0,104,3,caught,1,T20I v Zimbabwe,Melbourne,06-Nov-22,T20I,0,0,0
50.0,75,40,4,1,125,3,caught,1,T20I v England,Adelaide,10-Nov-22,T20I,0,1,0
9.0,22,15,1,0,60,3,caught,1,ODI v Bangladesh,Mirpur,04-Dec-22,ODI,0,0,0
5.0,9,6,1,0,83.33,1,bowled,2,ODI v Bangladesh,Mirpur,07-Dec-22,ODI,0,0,0
113.0,174,91,11,2,124.17,3,caught,1,ODI v Bangladesh,Chattogram,10-Dec-22,ODI,1,0,0
1.0,8,5,0,0,20,4,lbw,1,Test v Bangladesh,Chattogram,14-Dec-22,Test,0,0,0
19.0,40,29,0,0,65.51,4,not out,3,Test v Bangladesh,Chattogram,14-Dec-22,Test,0,0,0
24.0,91,73,3,0,32.87,4,caught,2,Test v Bangladesh,Mirpur,22-Dec-22,Test,0,0,0
1.0,20,22,0,0,4.54,5,caught,4,Test v Bangladesh,Mirpur,22-Dec-22,Test,0,0,0
113.0,117,87,12,1,129.88,3,caught,1,ODI v Sri Lanka,Guwahati,10-Jan-23,ODI,1,0,0
4.0,27,9,1,0,44.44,3,bowled,2,ODI v Sri Lanka,Eden Gardens,12-Jan-23,ODI,0,0,0
166.0,173,110,13,8,150.9,3,not out,1,ODI v Sri Lanka,Thiruvananthapuram,15-Jan-23,ODI,1,0,0
8.0,16,10,1,0,80,3,bowled,1,ODI v New Zealand,Hyderabad,18-Jan-23,ODI,0,0,0
11.0,19,9,2,0,122.22,3,stumped,2,ODI v New Zealand,Raipur,21-Jan-23,ODI,0,0,0
36.0,44,27,3,1,133.33,3,caught,1,ODI v New Zealand,Indore,24-Jan-23,ODI,0,0,0
12.0,27,26,2,0,46.15,5,caught,2,Test v Australia,Nagpur,09-Feb-23,Test,0,0,0
44.0,127,84,4,0,52.38,4,lbw,2,Test v Australia,Delhi,17-Feb-23,Test,0,0,0
20.0,47,31,3,0,64.51,4,stumped,4,Test v Australia,Delhi,17-Feb-23,Test,0,0,0
22.0,64,52,2,0,42.3,4,lbw,1,Test v Australia,Indore,01-Mar-23,Test,0,0,0
13.0,35,26,2,0,50,4,lbw,3,Test v Australia,Indore,01-Mar-23,Test,0,0,0
186.0,517,364,15,0,51.09,4,caught,2,Test v Australia,Ahmedabad,09-Mar-23,Test,1,0,0
4.0,15,9,1,0,44.44,3,lbw,2,ODI v Australia,Wankhede,17-Mar-23,ODI,0,0,0
31.0,79,35,4,0,88.57,3,lbw,1,ODI v Australia,Visakhapatnam,19-Mar-23,ODI,0,0,0
54.0,118,72,2,1,75,3,caught,2,ODI v Australia,Chennai,22-Mar-23,ODI,0,1,0
14.0,56,31,2,0,45.16,4,caught,2,Test v Australia,The Oval,07-Jun-23,Test,0,0,0
49.0,115,78,7,0,62.82,4,caught,4,Test v Australia,The Oval,07-Jun-23,Test,0,0,0
76.0,262,182,5,0,41.75,4,caught,2,Test v West Indies,Roseau,12-Jul-23,Test,0,1,0
121.0,272,206,11,0,58.73,4,run out,1,Test v West Indies,Port of Spain,20-Jul-23,Test,1,0,0
,,,,,,,,3,Test v West Indies,Port of Spain,20-Jul-23,Test,0,0,0
,,,,,,,,2,ODI v West Indies,Bridgetown,27-Jul-23,ODI,0,0,0
4.0,8,7,1,0,57.14,3,bowled,1,ODI v Pakistan,Pallekele,02-Sep-23,ODI,0,0,0
,,,,,,,,2,ODI v Nepal,Pallekele,04-Sep-23,ODI,0,0,0
122.0,147,94,9,3,129.78,3,not out,1,ODI v Pakistan,Colombo (RPS),10-Sep-23,ODI,1,0,0
3.0,12,12,0,0,25,3,caught,1,ODI v Sri Lanka,Colombo (RPS),12-Sep-23,ODI,0,0,0
,,,,,,,,2,ODI v Sri Lanka,Colombo (RPS),17-Sep-23,ODI,0,0,0
56.0,63,61,5,1,91.8,3,caught,2,ODI v Australia,Rajkot,27-Sep-23,ODI,0,1,0
85.0,171,116,6,0,73.27,3,caught,2,ODI v Australia,Chennai,08-Oct-23,ODI,0,1,0
55.0,64,56,6,0,98.21,3,not out,2,ODI v Afghanistan,Delhi,11-Oct-23,ODI,0,1,0
16.0,31,18,3,0,88.88,3,caught,2,ODI v Pakistan,Ahmedabad,14-Oct-23,ODI,0,0,0
103.0,113,97,6,4,106.18,3,not out,2,ODI v Bangladesh,Pune,19-Oct-23,ODI,1,0,0
95.0,154,104,8,2,91.34,3,caught,2,ODI v New Zealand,Dharamsala,22-Oct-23,ODI,0,1,0
0.0,12,9,0,0,0,3,caught,1,ODI v England,Lucknow,29-Oct-23,ODI,0,0,0
88.0,139,94,11,0,93.61,3,caught,1,ODI v Sri Lanka,Wankhede,02-Nov-23,ODI,0,1,0
101.0,195,121,10,0,83.47,3,not out,1,ODI v South Africa,Eden Gardens,05-Nov-23,ODI,1,0,0
51.0,69,56,5,1,91.07,3,bowled,1,ODI v Netherlands,Bengaluru,12-Nov-23,ODI,0,1,0
117.0,149,113,9,2,103.53,3,caught,1,ODI v New Zealand,Wankhede,15-Nov-23,ODI,1,0,0
54.0,99,63,4,0,85.71,3,bowled,1,ODI v Australia,Ahmedabad,19-Nov-23,ODI,0,1,0
38.0,96,64,5,0,59.37,4,caught,1,Test v South Africa,Centurion,26-Dec-23,Test,0,0,0
76.0,137,82,12,1,92.68,4,caught,3,Test v South Africa,Centurion,26-Dec-23,Test,0,1,0
46.0,103,59,6,1,77.96,4,caught,2,Test v South Africa,Cape Town,03-Jan-24,Test,0,0,0
12.0,13,11,2,0,109.09,4,caught,4,Test v South Africa,Cape Town,03-Jan-24,Test,0,0,0
29.0,20,16,5,0,181.25,3,caught,2,T20I v Afghanistan,Indore,14-Jan-24,T20I,0,0,0
0.0,1,1,0,0,0,3,caught,1,T20I v Afghanistan,Bengaluru,17-Jan-24,T20I,0,0,0
1.0,13,5,0,0,20,2,caught,2,T20I v Ireland,New York,05-Jun-24,T20I,0,0,0
4.0,7,3,1,0,133.33,2,caught,1,T20I v Pakistan,New York,09-Jun-24,T20I,0,0,0
0.0,1,1,0,0,0,2,caught,2,T20I v U.S.A.,New York,12-Jun-24,T20I,0,0,0
24.0,41,24,0,1,100,2,caught,1,T20I v Afghanistan,Bridgetown,20-Jun-24,T20I,0,0,0
37.0,34,28,1,3,132.14,2,bowled,1,T20I v Bangladesh,North Sound,22-Jun-24,T20I,0,0,0
0.0,8,5,0,0,0,2,caught,1,T20I v Australia,Gros Islet,24-Jun-24,T20I,0,0,0
9.0,10,9,0,1,100,2,bowled,1,T20I v England,Providence,27-Jun-24,T20I,0,0,0
76.0,87,59,6,2,128.81,2,caught,1,T20I v South Africa,Bridgetown,29-Jun-24,T20I,0,1,0
76.0,87,59,6,2,128.81,2,caught,1,T20I v South Africa,Bridgetown,29-Jun-24,T20I,0,1,0
